0-U2M4,30005191,20000759,1.89881880789084e+017,3.67576478645216e+016,-1.62552674886549e+017,-0.937250544734291,9,65,8,9,0
0-UVHJ,30003615,20000526,-5.76128222281005e+016,7.38102490567695e+016,-4.08748489344417e+017,-0.0817244739558811,9,31,8,9,0
0-VG7A,30000799,20000117,1.49152682348171e+017,-2.42703197131207e+016,1.51986753446889e+017,-0.430498024303009,8,25,4,9,0
0-W778,30000440,20000064,1.28760230174482e+017,-1.25805783435804e+016,1.87457820464354e+017,-0.217465891278038,7,26,7,9,0
0-WT2D,30003947,20000576,-3.20949506698032e+017,5.42470652119437e+016,1.88741675344842e+017,-0.118132835744357,10,47,4,9,0
0-WVQS,30004509,20000658,-3.73376033257968e+017,1.85985466684576e+016,-9.9703199496793e+016,-0.0735853838479823,7,6,7,9,0
0-XIDJ,30001295,20000189,-1.59544879636439e+017,8.83235862305498e+016,-2.88821470899806e+017,-0.11930077333796,10,31,10,9,0
0-YMBJ,30000857,20000125,-1.71220828809596e+017,1.08173557785319e+017,-2.35484948779501e+017,-0.158999004713213,10,90,21,9,0
006-L3,30004656,20000680,-4.91561072389305e+017,3.73089786014018e+016,4.09721319579962e+016,-0.265711510421842,7,41,6,9,0
00GD-D,30004596,20000671,-4.34823091117447e+017,3.76244604789142e+016,-4.23645515587321e+016,-0.204488061071206,4,26,4,9,0
00TY-J,30004068,20000594,-3.01828579361522e+017,8.63391929394292e+016,-1.77834985602193e+017,-0.0285995978279329,8,51,4,9,0
01B-88,30005186,20000759,1.96764738390989e+017,2.88642613376618e+016,-1.58309123701622e+017,-0.839106747984554,11,26,6,9,0
01TG-J,30002609,20000382,-5.1170366458996e+016,1.82022803977559e+016,3.61422569793175e+017,-0.151074648309942,9,33,6,9,0
02V-BK,30003149,20000460,-6.71184002770074e+016,-1.82252654024215e+016,4.49981247991067e+017,-0.16290208594,9,66,18,9,0
03-OR2,30000707,20000103,7.75661931192696e+016,-6.18842101389906e+015,9.78216464299458e+016,-0.169683548997836,9,26,7,9,0
04-EHC,30000822,20000120,2.01885620819303e+017,-1.54863336457611e+016,1.78114662799838e+017,-0.560405383069388,8,34,8,9,0
04-LQM,30002460,20000361,7.52953111629454e+015,7.702829368829e+016,-1.2168734568864e+017,-0.640171612489613,4,5,4,9,0
04EI-U,30000623,20000090,1.75323011175172e+017,1.30187076469546e+016,1.12535597991757e+017,-0.0772734743545617,9,77,29,9,0
05R-7A,30000216,20000031,-9.1474049609722e+016,7.70681473600288e+016,-1.94554997198436e+017,-0.401775551126912,10,14,5,9,0
06-70G,30001120,20000164,1.58507404947429e+017,4.75442123248946e+016,-1.0953551269773e+017,-0.725063142681253,12,88,10,9,0
07-SLO,30000596,20000086,1.0566295166777e+017,-1.86996338734132e+016,1.6761963176074e+017,-0.397503004575428,10,75,14,9,0
08-N7Q,30002168,20000319,3.89176382417391e+016,-982752379758292,2.40140585364115e+017,-0.716018598990618,4,51,9,9,0
08S-39,30004954,20000724,-4.06367289904546e+017,7.81517231832509e+016,4.25754946421188e+017,-0.853429136944844,7,49,6,9,0
08Z-JJ,30003743,20000546,-1.27670522002148e+017,5.24053933105311e+016,1.80401400561017e+017,-0.178619732236202,11,36,8,9,0
09-8TH,30000351,20000050,7.06362003161267e+016,6.29646874151962e+016,-2.33501886191157e+017,-0.00201430555405335,8,61,17,9,0
0A-KZ0,30004947,20000724,-4.10523780376369e+017,7.22987374024045e+016,4.11000061465544e+017,-0.664225490129754,9,38,10,9,0
0B-HLZ,30003782,20000552,-1.21812978251234e+017,5.62116634463016e+016,1.48692674566827e+017,-0.112149597072274,10,49,7,9,0
0B-VOJ,30004214,20000616,3.14029438259717e+017,3.98127328722146e+016,-2.45336536871571e+017,-0.558692145237778,13,42,16,9,0
0D-CHA,30004549,20000664,-4.51806594887823e+017,-152870030734197,-9.14168355533453e+016,-0.79226942354341,9,17,1,9,0
0DD-MH,30004917,20000719,1.39212017774746e+017,-2.74582464077294e+015,4.08978316670921e+017,-0.407828062030508,14,81,26,9,0
0EK-NJ,30003296,20000481,-2.79448135524236e+017,2.51109487208534e+016,-6.52005927585337e+016,-0.0580977612060823,7,14,6,9,0
0FG-KS,30005102,20000747,2.44156295565768e+017,2.87104469281325e+016,-5.41978632963754e+016,-0.494471741689546,11,60,14,9,0
0G-A25,30001889,20000279,-1.3872014021155e+017,3.85704259161463e+016,3.69644384923426e+017,-0.0210053988287542,9,76,4,9,0
0GN-VO,30001856,20000274,-1.29352293030149e+017,3.09069771135889e+016,3.01506556257933e+017,-0.0902529713734517,10,85,25,9,0
0IF-26,30000522,20000076,1.37149898705822e+017,-2.7368270662481e+016,2.10393366450242e+017,-0.396335905217796,11,36,5,9,0
0IRK-R,30001643,20000242,2.39641446610973e+016,5.95432940758382e+016,-3.27115765051974e+017,-0.00628842146754005,12,31,8,9,0
0J-MQW,30001551,20000228,1.99176865939822e+017,6.88600631389263e+016,-4.38827692507676e+016,-0.945698931317363,11,87,35,9,0
0J3L-V,30000267,20000037,-7.2917148253217e+016,9.64809377795727e+016,-2.21741730757535e+017,-0.790707332680492,13,27,4,9,0
0LTQ-C,30003330,20000485,-3.17250964095291e+017,3.46539188882472e+016,-1.02387897546411e+017,-0.219248942788487,7,56,8,9,0
0LY-W1,30000645,20000094,2.91962336466472e+017,-2.99942201260756e+016,9.29826629618086e+016,-0.550039438471306,7,28,6,9,0
0M-103,30003647,20000531,-6.41251568336631e+016,7.13565291546971e+016,-4.36865111328605e+017,-0.316788134459248,11,33,4,9,0
0M-24X,30002308,20000338,1.65146457248107e+017,6.98373100593849e+016,-2.83859720353629e+016,-0.688991398494703,4,3,3,9,0
0M-M64,30001521,20000224,-3.14832870158973e+016,8.22805869270585e+016,-2.76226521406192e+017,-0.293175390960903,9,43,19,9,0
0MV-4W,30000262,20000037,-6.64493923505137e+016,1.05588359907465e+017,-2.01981936419679e+017,-0.662740650451935,9,64,21,9,0
0N-3RO,30004720,20000690,-4.01466847489601e+017,4.50000606350396e+016,2.50273689861152e+017,-0.204128792403996,7,38,13,9,0
0NV-YU,30000929,20000136,4.15201568372288e+016,3.52021733619487e+016,8.19719329483384e+016,-0.286826344944543,6,7,2,9,0
0OTX-J,30004950,20000724,-4.25568318392592e+017,6.46143393814877e+016,4.04773035708956e+017,-0.423782900736054,7,50,4,9,0
0OYZ-G,30004483,20000654,3.96651067458437e+016,-5.19785200358574e+016,4.56379893845859e+017,-0.717087418091599,6,7,6,9,0
0P-F3K,30002899,20000425,-2.26430487784609e+017,1.11170527329369e+017,-2.69459121872709e+017,-0.566345620264629,11,46,10,9,0
0P-U0Q,30004874,20000713,1.19826671301563e+017,-3.47876741471575e+016,3.14381918631811e+017,-0.482774394605094,7,44,17,9,0
0P9Z-I,30004322,20000631,-1.28946313798217e+017,8.21553872091212e+016,-3.88552847051604e+017,-0.369116684881215,7,32,5,9,0
0PI4-E,30000966,20000141,1.68993857924119e+016,-9.0689749720225e+015,4.8921553149624e+016,-0.00351434708542797,10,88,25,9,0
0PU2-R,30003251,20000475,2.04458539214526e+017,9.14432668352488e+016,-6.57931117375177e+016,-0.334780107032203,10,72,19,9,0
0R-F2F,30000290,20000041,-5.36068487888668e+016,9.61718266135937e+016,-1.80890526670256e+017,-0.312840829511786,8,9,2,9,0
0R-GZQ,30000940,20000137,4.45770478836786e+016,2.11655922274601e+016,1.02010742369326e+017,-0.444130606738482,6,16,4,9,0
0RI-OV,30000566,20000082,6.81356289735782e+016,7.68334371817219e+015,1.44610385065662e+017,-0.294006416505912,10,33,6,9,0
0RZ5-2,30001458,20000214,-5.40370007203231e+015,1.04789506452982e+017,-2.26403959060402e+017,-0.227535636022428,9,61,19,9,0
0S1-GI,30002846,20000418,1.35463360452837e+017,5.86122744194404e+016,-9.21369072272261e+016,-0.563258198862049,10,39,9,9,0
0SHT-A,30001009,20000148,1.82269310388987e+016,-6.27779395897966e+015,1.65619030492988e+017,-0.159881899073978,9,95,21,9,0
0SUF-3,30004695,20000686,-1.19005259313018e+017,-6.42408158448032e+015,4.64261852919447e+017,-0.286187027737932,7,46,5,9,0
0T-AMZ,30003349,20000488,-3.48579194911417e+017,285299149160599,-7.81289463695911e+016,-0.0101926993393674,10,60,16,9,0
0T-LIB,30001961,20000288,-2.18645020876029e+017,7.17322403423648e+016,2.91010392267261e+017,-0.206224783168965,8,59,11,9,0
0TKF-6,30003957,20000578,-3.09253679374209e+017,6.72196405935005e+016,2.32508375909857e+017,-0.417181885320573,12,57,7,9,0
0TYR-T,30000543,20000078,1.39145865171678e+017,3.46553620210808e+015,1.42755022308739e+017,-0.155502025413487,8,88,11,9,0
0UBC-R,30000781,20000114,1.2118859684758e+017,-1.01950763299291e+016,1.379958604316e+017,-0.214356648914326,7,62,17,9,0
0V0R-R,30002934,20000430,-3.07099452811904e+017,8.97061892973124e+016,-3.28096400882327e+017,-0.579757889602117,12,73,18,9,0
0VK-43,30004843,20000708,4.35859175364345e+016,-1.14429264761973e+016,2.91408690969983e+017,-0.134893834832978,9,51,18,9,0
0XN-SK,30005157,20000754,2.31779858596656e+017,3.76989417605454e+016,-6.67088603400819e+016,-0.735907502610496,8,66,6,9,0
0Y1-M7,30001837,20000271,-1.0901430345888e+017,4.65480044498315e+016,2.68008443546183e+017,-0.0849975618365523,8,73,10,9,0
0Z-VHC,30001599,20000236,3.46698936644871e+016,7.26160913901278e+016,-2.38591722802401e+017,-0.0237028938548761,8,39,3,9,0
0ZN7-G,30004677,20000683,-9.03021215201524e+016,-5.09110125003343e+016,4.72375816940836e+017,-0.0475766487532242,12,43,22,9,0
1-10QG,30001757,20000260,3.01065470239694e+017,-6.72458707845732e+016,-2.99631767795226e+016,-0.0189731091730326,8,58,14,9,0
1-1I53,30003766,20000550,-1.40723537074494e+017,7.23700573663144e+016,1.72512496641765e+017,-0.0723608699905179,9,30,11,9,0
1-2J4P,30004801,20000702,-3.98471676556464e+017,6.5333546483687e+016,3.25078394352138e+017,-0.408417427963603,6,7,4,9,0
1-3HWZ,30004037,20000590,-3.27483635910595e+017,4.60331889169847e+016,-1.0643508026127e+017,-0.0448786043391316,8,41,8,9,0
1-5GBW,30004650,20000679,-4.74520097071707e+017,2.92191884882899e+016,1.700839008323e+016,-0.728037894135697,8,55,12,9,0
1-7B6D,30000573,20000083,6.17680657202188e+016,1.14038750052464e+016,1.80776539967383e+017,-0.692394410678374,6,22,6,9,0
1-7HVI,30000734,20000107,6.68674956361024e+016,2.54887927623755e+016,1.32472942031866e+017,-0.402714467690058,5,4,6,9,0
1-7KWU,30002581,20000379,-4.63057885842119e+016,6.06635775709985e+015,2.88488088852979e+017,-0.404504269827099,8,70,14,9,0
1-BK1Q,30003258,20000476,2.14887079236273e+017,7.26635540783388e+016,-1.23960399748452e+017,-0.710905907189042,9,32,6,9,0
1-EVAX,30001109,20000163,1.86730288966204e+017,5.58419060729093e+016,-5.78407073519927e+016,-0.705980453198905,8,70,21,9,0
1-GBBP,30000301,20000043,-5.7624972030502e+016,1.20705487289687e+017,-2.09793461215405e+017,-0.771741573204836,8,16,3,9,0
1-GBVE,30000463,20000067,9.68837390598215e+016,-2.06345638356374e+016,1.93600713527659e+017,-0.437497779072387,8,9,3,9,0
1-HDQ4,30003215,20000469,2.39814177590751e+017,4.49783360642803e+016,-1.08029599301801e+017,-0.805712800307323,11,29,9,9,0
1-KCSA,30002823,20000414,1.44979491872381e+017,2.99767604062868e+016,-1.19818144736953e+017,-0.458910022515118,8,58,10,9,0
1-NJLK,30004940,20000723,-3.92249977145318e+017,9.04382308832202e+016,3.72512518137185e+017,-0.302484961584478,12,91,25,9,0
1-NKVT,30003297,20000481,-2.78938660426961e+017,2.68199334469831e+016,-5.34007398776339e+016,-0.160034346513405,11,46,10,9,0
1-NW2G,30004048,20000591,-3.25245512073385e+017,5.64057627439454e+016,-1.43685528709573e+017,-0.00627531756041622,9,27,15,9,0
1-PGSG,30000474,20000069,6.22536679085182e+016,-1.38597154939695e+016,1.96478749034395e+017,-0.496552751312694,11,64,19,9,0
1-SMEB,30004738,20000693,-4.16351094920282e+017,2.42205954447328e+016,1.94171618144253e+017,-0.102642863429251,10,6,2,9,0
1-Y6KI,30001270,20000185,-1.47956668001866e+017,1.18421567556884e+017,-2.75138681868054e+017,-0.180591479771146,6,40,5,9,0
10UZ-P,30003336,20000486,-3.25251838946697e+017,3.15780859918571e+016,-1.09631453100078e+017,-0.128695574787544,11,39,8,9,0
111-F1,30003147,20000459,-9.43502606225719e+016,1.74425975748537e+016,4.43156082640091e+017,-0.0958531350379288,9,23,12,9,0
12YA-2,30001975,20000290,-2.37856084078904e+017,1.09429056989046e+017,-2.32816847735167e+017,-0.175102537941091,10,48,13,9,0
13-49W,30001066,20000156,1.73398229383236e+017,7.739887355583e+016,-6.73477714805024e+016,-0.410191318923993,9,34,13,9,0
14YI-D,30004639,20000677,-4.72462980645836e+017,3.33333592659804e+016,4.69003748320225e+016,-0.0953223078365973,9,67,10,9,0
15U-JY,30004611,20000673,-4.2917219332668e+017,7.42656077732892e+015,9.49310822440353e+015,-0.153461350865275,7,28,6,9,0
15W-GC,30000861,20000126,-1.3177023247338e+017,1.06630225289183e+017,-2.10783337222986e+017,-0.3229769218403,9,60,21,9,0
16-31U,30000425,20000061,1.21880918563826e+017,1.02212042601347e+017,-3.63861799898875e+017,-9.70939046940344e-007,9,43,8,9,0
168-6H,30000931,20000136,3.10503891479844e+016,2.87914733438818e+016,8.36910913798488e+016,-0.131969273927327,9,14,5,9,0
16AM-3,30004849,20000709,7.0247053508164e+016,-3.05905779902742e+015,3.0084361771514e+017,-0.17264998058185,9,13,6,9,0
16P-PX,30003122,20000456,-7.01634652209766e+016,-1.69928921122772e+016,4.26214836492881e+017,-0.7168436430045,9,52,19,9,0
18-GZM,30003768,20000550,-1.39741665296043e+017,6.43122679611868e+016,1.7738336460519e+017,-0.103856158068833,8,85,14,9,0
18A-NB,30000342,20000049,9.84034023686611e+016,2.57275675795923e+016,-1.85201510546659e+017,-0.0016391556518105,8,2,2,9,0
18XA-C,30003785,20000552,-1.18065144894107e+017,4.52198651753262e+016,1.4988570204049e+017,-0.143400777296821,8,42,2,9,0
1A8-6G,30005117,20000749,2.16471386998578e+017,4.86081594979346e+016,-8.92876516344108e+016,-0.544330489457028,8,15,2,9,0
1ACJ-6,30002317,20000340,1.32009932664135e+017,4.81266884573631e+016,-4.65568072557148e+016,-0.763584903817294,4,40,5,9,0
1B-VKF,30004728,20000691,-4.38567422623635e+017,4.90923406644402e+016,2.25463167813542e+017,-0.0387315652543396,8,43,10,9,0
1BWK-S,30003624,20000528,-4.42043141604219e+016,9.07919807518248e+016,-4.13377376500193e+017,-0.221830930523422,8,28,4,9,0
1C-953,30000963,20000140,2.25333720735088e+016,3.51854964953174e+016,9.14775146759901e+016,-0.0718016640007788,10,36,13,9,0
1C-TD6,30001524,20000224,-3.88718787676337e+016,9.5213251209331e+016,-2.76292026608493e+017,-0.375090045806562,12,36,8,9,0
1DDR-X,30004688,20000685,-9.33996259389499e+016,-4.12102295684661e+016,4.75713198114403e+017,-0.181394554699811,9,86,22,9,0
1DH-SX,30004710,20000688,-3.94472828205345e+017,4.6581909822635e+016,2.21805808734904e+017,-0.0152736240295475,10,35,10,9,0
1DQ1-A,30004759,20000696,-4.47952852626297e+017,4.15648915757064e+016,2.42241754479548e+017,-0.385782331815201,9,41,18,9,0
1E-W5I,30004964,20000726,-4.43166911890361e+017,7.6648193926848e+016,4.13446677825555e+017,-0.374566341400705,9,29,7,9,0
1EO-OE,30003211,20000469,2.36484962497202e+017,5.10545104797989e+016,-1.05472100819051e+017,-0.763614275267775,5,19,11,9,0
1G-MJE,30004367,20000638,-1.49641175770079e+017,5.10692253917794e+016,-3.92003935366889e+017,-0.78410593937438,8,8,6,9,0
1GH-48,30002332,20000342,1.8000308714455e+017,7.17593397931889e+016,-2.45357132313601e+016,-0.677686872999217,12,51,4,9,0
1GT-MA,30004226,20000618,2.88278154390886e+017,5.5999522459987e+016,-2.64616621840814e+017,-0.825312911898187,6,5,1,9,0
1H-I12,30001880,20000278,-1.41869274853831e+017,5.12650851230997e+016,3.56159259165129e+017,-0.00630256188991818,8,26,5,9,0
1H4V-O,30001952,20000287,-2.05718057705849e+017,1.09673422798052e+017,2.68757633547959e+017,-0.10003674108806,8,21,4,9,0
1H5-3W,30002329,20000341,1.23671938497204e+017,9.69135360911402e+016,-1.48032294361168e+016,-0.454853064745625,8,65,10,9,0
1HH3-E,30000395,20000057,9.79336688595894e+016,7.05058172794574e+016,-3.16078785872057e+017,-7.0858727287848e-005,8,19,9,9,0
1I5-0V,30001540,20000226,2.10933828509607e+017,5.64873144651067e+016,-5.87488931343808e+015,-0.708401366357519,12,55,30,9,0
1I6F-9,30004920,20000720,1.31809105955875e+017,-3.07132021780833e+016,4.03218743805893e+017,-0.64832907020992,8,44,7,9,0
1IX-C0,30004393,20000642,-2.01179953815664e+017,4.66304509860174e+016,-4.05616746244404e+017,-0.973000566808178,13,33,16,9,0
1KAW-T,30000445,20000064,1.461402670096e+017,-2.36123625096155e+016,1.79578877691207e+017,-0.402475426719217,3,8,3,9,0
1L-AED,30000962,20000140,2.2684852853709e+016,3.36679289629539e+016,9.46604171614987e+016,-0.0715186787819351,9,87,8,9,0
1L-BHT,30004501,20000657,-3.56670529326332e+017,3.31306766084373e+016,-8.31005440306576e+016,-0.0016996371799255,5,40,9,9,0
1L-OEK,30000579,20000084,6.43151837176005e+016,6.07970975192222e+015,1.75572952071644e+017,-0.664660429548198,9,43,10,9,0
1M4-FK,30003952,20000577,-3.43498539622423e+017,4.57148998640413e+016,1.94896206910996e+017,-0.0321363883234749,7,42,18,9,0
1M7-RK,30004189,20000612,3.12923824621942e+017,4.7689998500295e+016,-1.65903445488435e+017,-1,15,30,10,9,0
1N-FJ8,30000294,20000041,-5.00067148019138e+016,9.74880740702516e+016,-1.73106648836876e+017,-0.223294901710028,9,63,11,9,0
1NZV-7,30001081,20000158,1.72060390094263e+017,6.01870808373938e+016,-1.13771920402053e+017,-0.773540486821291,10,27,11,9,0
1P-QWR,30003233,20000472,2.49736553088094e+017,5.07806373435598e+016,-1.19160039630689e+017,-0.721802500305275,10,55,12,9,0
1P-WGB,30001170,20000171,-4.93490216780399e+016,1.82854329369722e+016,1.70452555194138e+017,-0.108843193426155,8,79,17,9,0
1PF-BC,30002365,20000347,1.64236020276005e+017,3.67940216389916e+016,-2.26272691167115e+016,-0.869034572202157,9,74,37,9,0
1Q-BBM,30000336,20000048,8.86849360906368e+016,5.62076190196908e+016,-1.94830642854025e+017,-0.000488844464384131,11,10,7,9,0
1QH-0K,30003617,20000527,-8.09603910802588e+016,6.06411134676189e+016,-4.20821398277527e+017,-0.0698226219115301,9,70,12,9,0
1QZ-Y9,30000720,20000105,1.16935709847006e+017,1.79108874504097e+016,1.39667243617669e+017,-0.438399613225807,9,51,6,9,0
1S-1V7,30000378,20000054,8.94821220427944e+016,1.97310517851034e+016,-1.74086298852795e+017,-0.000898321899871934,7,38,14,9,0
1S-SU1,30002866,20000420,1.0322233112181e+017,6.71195361494846e+016,-8.06663754236074e+016,-1,8,18,3,9,0
1SR-HT,30001452,20000213,1.32622825920443e+015,7.29078434878189e+016,-2.2411136526359e+017,-0.120075230424594,8,8,4,9,0
1TG7-W,30000766,20000112,1.74008095764178e+017,1.19618739050487e+016,1.42526548638442e+017,-0.0590202799416423,7,66,15,9,0
1TS-WN,30000424,20000061,1.20498026056186e+017,8.39275446938322e+016,-3.656739339304e+017,-9.83596850079316e-007,10,78,19,9,0
1V-LI2,30000680,20000099,8.95520707695412e+016,-605618822173467,1.25287336217197e+017,-0.428576763998229,4,5,2,9,0
1VK-6B,30000286,20000040,-863942619663614,5.1354029253264e+016,-1.36755175421839e+017,-0.169139023408093,4,5,1,9,0
1W-0KS,30000288,20000040,-1.14761183953857e+016,4.62324849273612e+016,-1.37967124658915e+017,-0.102555951897639,7,55,14,9,0
1ZF-PJ,30000836,20000122,1.61622139058842e+017,4.30280502843816e+016,9.21048093838703e+016,-0.862302170407113,11,16,5,9,0
2-2EWC,30000611,20000089,2.11902825837728e+017,1.99164257093201e+015,1.09683458521898e+017,-0.107095118376064,9,83,18,9,0
2-3Q2G,30003668,20000534,-1.2971839825079e+017,4.46427231854985e+016,-4.58816563774127e+017,-1,6,54,9,9,0
2-4ZT5,30000349,20000050,7.33746179286721e+016,5.41054407022395e+016,-2.41913433930754e+017,-0.00143632483024225,10,13,3,9,0
2-6TGQ,30002007,20000295,-2.26411801439881e+017,1.06092893041846e+017,-2.29136299932683e+017,-0.211345319237087,11,70,22,9,0
2-84WC,30001786,20000264,3.03841554815053e+017,6.62359985019594e+015,-1.00928111466052e+017,-0.895603763676468,11,54,14,9,0
2-9Z6V,30004184,20000612,3.075852094936e+017,3.40316182767098e+016,-1.65748466536133e+017,-0.623012975192913,12,62,14,9,0
2-F3OE,30004454,20000650,-3.70287669699547e+015,-4.92658467074904e+016,3.8199190955553e+017,-0.51608018910345,10,21,5,9,0
2-KF56,30002903,20000426,-2.38645074523555e+017,8.43577899787609e+016,-2.81590473452496e+017,-0.828058755473853,12,44,9,9,0
2-KPW6,30000684,20000099,7.28689315982032e+016,1.97181955196894e+016,1.18578754529036e+017,-0.563304826997358,10,49,16,9,0
2-NF2Z,30001598,20000236,2.83021354553336e+016,7.52615173543577e+016,-2.26432606551235e+017,-0.0340444557779596,6,57,5,9,0
2-Q4YG,30000756,20000111,1.61629569455622e+017,-3.27846283926658e+015,1.29556062469816e+017,-0.110381128073846,8,56,7,9,0
2-RSC7,30004492,20000655,2.03728020843734e+016,-2.99171572017741e+016,4.65629693356385e+017,-0.842269070473519,7,12,3,9,0
2-TEGJ,30003754,20000548,-1.24616040317244e+017,3.86387902020717e+016,1.71302636744133e+017,-0.17261599648277,8,43,10,9,0
2-V0KY,30001864,20000275,-1.25153633213619e+017,3.12906565177532e+016,3.28812073173613e+017,-0.023128834459554,10,67,13,9,0
2-WNTD,30003188,20000465,1.99886608626442e+017,8.81845546468823e+016,-8.89794078709139e+016,-0.140454938537778,11,70,8,9,0
2-X0PF,30000473,20000069,6.45980390653373e+016,-2.02959679520487e+016,2.02180556079461e+017,-0.377708778364284,7,59,13,9,0
2-YO2K,30005139,20000752,2.09284795369166e+017,3.77032157396599e+016,-9.73723207635818e+016,-0.441222088507062,7,36,3,9,0
21M1-B,30003238,20000473,2.33370081248956e+017,4.61939143547254e+016,-1.72863123094952e+017,-0.648766832575504,11,44,8,9,0
23G-XC,30004734,20000692,-4.30776599944591e+017,2.88313450290658e+016,2.04533931994515e+017,-0.0147976193128111,10,48,10,9,0
23M-PX,30004467,20000652,4.8472080346736e+016,1.26568267515684e+016,3.3857826319712e+017,-0.604865416763023,9,27,3,9,0
24I-FE,30001784,20000264,3.01058142838512e+017,1.53022858215085e+016,-1.04253089026351e+017,-0.744004936352569,11,51,10,9,0
25S-6P,30001258,20000183,-1.78219512321696e+017,3.5199585363122e+016,2.49541714838246e+017,-0.949040217381645,11,57,16,9,0
27-HP0,30000832,20000122,1.63121946287325e+017,4.92456244806318e+016,1.06163620641133e+017,-0.640740299643668,7,10,8,9,0
28-QWU,30000996,20000146,8.80751727052925e+016,2.61363436325323e+016,4.18461379144569e+016,-0.0524295857345947,5,52,6,9,0
28O-JY,30004071,20000595,-3.20339272475626e+017,8.81091767969445e+016,-1.74928155468101e+017,-0.0107211875726784,9,22,4,9,0
28Y9-P,30000714,20000104,7.96623007366701e+016,3.04327146833576e+016,1.08956066803399e+017,-0.685219008757729,9,27,5,9,0
29YH-V,30003171,20000463,-6.26355976677691e+016,-1.47487796044215e+016,4.5395258180262e+017,-0.247226971021621,8,21,6,9,0
2AUL-X,30005182,20000758,2.39322741437437e+017,2.20394942418223e+016,-4.99873479504919e+016,-0.592147934385517,6,22,5,9,0
2B-3M4,30001949,20000287,-1.95226381380549e+017,9.99262092072163e+016,2.78543127891632e+017,-0.143620734597538,15,38,12,9,0
2B-UUQ,30002342,20000343,1.67500509991419e+017,4.15426745752389e+016,-3.52650942077562e+016,-0.756002454484363,10,41,12,9,0
2B7A-3,30004394,20000642,-1.78388616384937e+017,4.92096393827385e+016,-4.11160322619893e+017,-0.543989448251503,9,12,7,9,0
2CG-5V,30000898,20000131,-5.05698542855725e+016,7.7832707616161e+016,-2.32748752929179e+017,-0.61272613317426,8,12,6,9,0
2D-0SO,30001965,20000289,-2.01955098708987e+017,9.70300701501457e+016,-2.39957091344068e+017,-0.154628415816995,12,61,20,9,0
2DWM-2,30000292,20000041,-5.29790906004884e+016,1.0371588447762e+017,-1.69580138312569e+017,-0.204038901296806,8,37,13,9,0
2E-ZR5,30002424,20000356,-3.40442726352238e+016,8.67342897721468e+016,-1.38127650660056e+017,-0.312305088602511,7,49,21,9,0
2E0P-2,30000403,20000058,1.04335441366366e+017,9.06067781084793e+016,-3.12104833029944e+017,-5.31533357278624e-005,9,5,7,9,0
2EV-BA,30001746,20000258,2.63205905807123e+017,-1.69391397052436e+016,-8.62756813838482e+015,-0.281752219247383,8,81,21,9,0
2FL-5W,30001136,20000166,1.88361901136579e+017,1.01648100700502e+017,-1.12630846852103e+017,-0.0620166698366236,11,92,13,9,0
