Arnon X - Moon 8 - CBD Corporation Storage,60000127,30005001
Chibi VI - Moon 13 - CBD Corporation Storage,60000130,30004250
Pahineh VII - Moon 9 - CBD Corporation Storage,60000133,30004253
Avada II - CBD Corporation Storage,60000136,30004249
Haimeh IX - Moon 4 - CBD Corporation Storage,60000139,30004248
Chibi VIII - Moon 21 - CBD Corporation Storage,60000142,30004250
Haimeh II - CBD Corporation Storage,60000145,30004248
Dammalin VI - CBD Corporation Storage,60000148,30002513
Gulmorogod VI - Moon 4 - CBD Corporation Storage,60000151,30002517
Olfeim V - Moon 3 - CBD Corporation Storage,60000154,30002515
Gulmorogod VIII - Moon 25 - CBD Corporation Storage,60000157,30002517
Alakgur VIII - Moon 2 - CBD Corporation Storage,60000160,30002512
Alakgur IX - Moon 9 - CBD Corporation Storage,60000163,30002512
Keba II - CBD Corporation Storage,60000166,30004295
Pserz VIII - Moon 3 - CBD Corporation Storage,60000169,30004293
Soza XII - Moon 14 - CBD Corporation Storage,60000172,30004292
Pserz XII - Moon 4 - CBD Corporation Storage,60000175,30004293
Vaini III - CBD Corporation Storage,60000178,30004289
Keba IX - Moon 1 - CBD Corporation Storage,60000181,30004295
Shesha III - CBD Corporation Storage,60000184,30001673
Hilaban VI - Moon 1 - CBD Corporation Storage,60000187,30001674
Hilaban IV - Moon 5 - CBD Corporation Storage,60000190,30001674
Hilaban III - Moon 3 - CBD Corporation Storage,60000193,30001674
Pimebeka VIII - Moon 9 - CBD Corporation Storage,60000196,30001669
Hilaban VIII - Moon 1 - CBD Corporation Storage,60000199,30001674
Khabara VII - Moon 15 - CBD Corporation Storage,60000202,30005032
Nebian II - CBD Corporation Storage,60000205,30005031
Ami V - Moon 1 - CBD Corporation Storage,60000208,30005035
Ami VI - CBD Corporation Storage,60000211,30005035
Fensi VI - Moon 10 - CBD Corporation Storage,60000214,30005030
Ami VII - Moon 1 - CBD Corporation Storage,60000217,30005035
Sinid VI - CBD Corporation Storage,60000220,30001729
Zith IX - Moon 2 - CBD Corporation Storage,60000223,30001732
Ilas V - Moon 1 - CBD Corporation Storage,60000226,30001731
Tew IX - Moon 9 - CBD Corporation Storage,60000229,30001733
Sinid VI - Moon 2 - CBD Corporation Storage,60000232,30001729
Ilas VII - Moon 10 - CBD Corporation Storage,60000235,30001731
Inis-Ilix V - CBD Corporation Storage,60000238,30004102
Sonama VI - Moon 12 - CBD Corporation Storage,60000241,30004099
Inis-Ilix IV - Moon 1 - CBD Corporation Storage,60000244,30004102
Sonama VII - Moon 5 - CBD Corporation Storage,60000247,30004099
Kothe X - Moon 6 - CBD Corporation Storage,60000250,30004103
Suner VII - Moon 16 - CBD Corporation Storage,60000253,30004101
Elonaya X - Moon 22 - CBD Corporation Storage,60000256,30001399
Nonni VI - CBD Corporation Storage,60000259,30001401
Nonni IV - CBD Corporation Storage,60000262,30001401
Piak II - Moon 3 - CBD Corporation Storage,60000265,30001403
Nonni III - CBD Corporation Storage,60000268,30001401
Elonaya X - Moon 11 - CBD Corporation Storage,60000271,30001399
Gekutami V - Moon 1 - Prompt Delivery Storage,60000274,30000149
Jakanerva III - Moon 15 - Prompt Delivery Storage,60000277,30000148
Gekutami VII - Moon 3 - Prompt Delivery Storage,60000280,30000149
Mitsolen IV - Moon 9 - Prompt Delivery Storage,60000283,30000120
Jatate III - Moon 10 - Prompt Delivery Storage,60000286,30000121
Jatate IV - Moon 17 - Prompt Delivery Storage,60000289,30000121
Geras IX - Moon 7 - Prompt Delivery Storage,60000292,30000126
Shihuken VII - Moon 10 - Prompt Delivery Storage,60000295,30000130
Unpas VIII - Moon 11 - Prompt Delivery Storage,60000298,30000129
Hentogaira III - Moon 6 - Prompt Delivery Storage,60000301,30000188
Hentogaira IV - Prompt Delivery Storage,60000304,30000188
Kiainti IX - Moon 8 - Prompt Delivery Storage,60000307,30000189
Elonaya X - Moon 21 - Ytiri Storage,60000310,30001399
Piak IV - Moon 22 - Ytiri Storage,60000313,30001403
Piak III - Moon 19 - Ytiri Storage,60000316,30001403
Aunenen VII - Moon 1 - Ytiri Storage,60000319,30001398
Auviken V - Moon 6 - Ytiri Storage,60000322,30002744
Oijamon III - Moon 12 - Ytiri Storage,60000325,30002746
Jeras VII - Moon 15 - Ytiri Storage,60000328,30002748
Jeras VII - Moon 1 - Ytiri Storage,60000331,30002748
Saatuban IX - Moon 1 - Ytiri Storage,60000334,30001386
Isikano VIII - Moon 7 - Ytiri Storage,60000337,30001387
Piekura VII - Moon 1 - Ytiri Storage,60000340,30001391
Isikano VII - Moon 5 - Ytiri Storage,60000343,30001387
Ouranienen IV - Ytiri Storage,60000346,30001370
Raussinen X - Moon 3 - Ytiri Storage,60000349,30001373
Uemisaisen VIII - Moon 10 - Ytiri Storage,60000352,30001368
Kino VII - Moon 13 - Ytiri Storage,60000355,30001372
Perimeter VI - Ytiri Storage,60000358,30000144
Jita IV - Moon 6 - Ytiri Storage,60000361,30000142
Jita V - Moon 14 - Ytiri Storage,60000364,30000142
Urlen VII - Moon 8 - Ytiri Storage,60000367,30000139
Tunttaras IX - Moon 11 - Ytiri Storage,60000370,30001379
Iidoken VI - Moon 8 - Ytiri Storage,60000373,30001374
Nourvukaiken VII - Moon 18 - Ytiri Storage,60000376,30001376
Tsuguwa IV - Moon 15 - Ytiri Storage,60000379,30001375
Otanuomi IV - Moon 5 - Ytiri Storage,60000382,30000192
Vouskiaho IV - Moon 1 - Ytiri Storage,60000385,30000193
Vouskiaho VI - Moon 14 - Ytiri Storage,60000388,30000193
Otanuomi VI - Moon 9 - Ytiri Storage,60000391,30000192
Ikuchi VI - Moon 15 - Ytiri Storage,60000394,30000138
Ohmahailen IV - Moon 2 - Ytiri Storage,60000397,30000136
Hirtamon VI - Moon 6 - Ytiri Storage,60000400,30000133
Ikuchi VI - Moon 6 - Ytiri Storage,60000403,30000138
Iivinen X - Moon 2 - Ytiri Storage,60000406,30002766
Hatakani VIII - Moon 17 - Ytiri Storage,60000409,30002764
Hatakani VIII - Moon 11 - Ytiri Storage,60000412,30002764
Iivinen VIII - Moon 8 - Ytiri Storage,60000415,30002766
Oichiya VII - Moon 6 - Ytiri Storage,60000418,30002818
Saila VII - Moon 15 - Ytiri Storage,60000421,30002816
Aramachi II - Moon 2 - Ytiri Storage,60000424,30002817
Isenairos VII - Moon 4 - Ytiri Storage,60000427,30002815
Suroken VII - Moon 2 - Hyasyoda Corporation Mineral Reserve,60000430,30002801
Kusomonmon VI - Moon 4 - Hyasyoda Corporation Mining Outpost,60000433,30002802
Kusomonmon IV - Moon 4 - Hyasyoda Corporation Mining Outpost,60000436,30002802
Isikesu IV - Moon 14 - Hyasyoda Corporation Mining Outpost,60000439,30002804
Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve,60000442,30002804
Kusomonmon VI - Moon 24 - Hyasyoda Corporation Mining Outpost,60000445,30002802
Urlen VII - Moon 6 - Hyasyoda Corporation Refinery,60000448,30000139
Jita IV - Moon 6 - Hyasyoda Corporation Refinery,60000451,30000142
Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve,60000454,30000143
Niyabainen IX - Moon 21 - Hyasyoda Corporation Mining Outpost,60000457,30000143
Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve,60000460,30000143
Jita VI - Hyasyoda Corporation Refinery,60000463,30000142
Umokka X - Moon 21 - Hyasyoda Corporation Mining Outpost,60000466,30001409
Umokka VI - Moon 2 - Hyasyoda Corporation Mining Outpost,60000469,30001409
Ruvas VI - Moon 10 - Hyasyoda Corporation Refinery,60000472,30001408
Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve,60000475,30001404
Umokka VII - Moon 9 - Hyasyoda Corporation Mining Outpost,60000478,30001409
Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve,60000481,30001404
Ohkunen V - Moon 19 - Hyasyoda Corporation Mining Outpost,60000484,30000204
Wirashoda VII - Moon 5 - Hyasyoda Corporation Mining Outpost,60000487,30000206
Wirashoda V - Hyasyoda Corporation Mining Outpost,60000490,30000206
Eruka V - Moon 5 - Hyasyoda Corporation Mining Outpost,60000493,30000203
Uchoshi XI - Moon 12 - Hyasyoda Corporation Mineral Reserve,60000496,30000201
Eruka VIII - Moon 18 - Hyasyoda Corporation Mining Outpost,60000499,30000203
Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve,60000502,30000147
Jakanerva IV - Moon 4 - Hyasyoda Corporation Refinery,60000505,30000148
Gekutami III - Hyasyoda Corporation Refinery,60000508,30000149
Gekutami V - Hyasyoda Corporation Mineral Reserve,60000511,30000149
Hampinen V - Moon 1 - Hyasyoda Corporation Mineral Reserve,60000514,30000152
Jakanerva II - Moon 13 - Hyasyoda Corporation Refinery,60000517,30000148
Uminas IV - Moon 1 - Hyasyoda Corporation Mining Outpost,60000520,30000184
Nuken VII - Moon 20 - Hyasyoda Corporation Mining Outpost,60000523,30000183
Wuos V - Moon 1 - Hyasyoda Corporation Mining Outpost,60000526,30000187
Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve,60000529,30000185
Uminas VI - Moon 6 - Hyasyoda Corporation Mining Outpost,60000532,30000184
Osmon IV - Moon 4 - Hyasyoda Corporation Mineral Reserve,60000535,30000180
Hatakani VI - Moon 5 - Hyasyoda Corporation Refinery,60000538,30002764
Hatakani VI - Moon 4 - Hyasyoda Corporation Refinery,60000541,30002764
Iivinen X - Moon 10 - Hyasyoda Corporation Mineral Reserve,60000544,30002766
Tennen VIII - Moon 4 - Hyasyoda Corporation Refinery,60000547,30002763
Tennen VIII - Moon 13 - Hyasyoda Corporation Mineral Reserve,60000550,30002763
Iivinen X - Moon 5 - Hyasyoda Corporation Mining Outpost,60000553,30002766
Kaunokka IV - Hyasyoda Corporation Mining Outpost,60000556,30002797
Kaunokka II - Moon 1 - Hyasyoda Corporation Mineral Reserve,60000559,30002797
Oisio III - Moon 1 - Hyasyoda Corporation Refinery,60000562,30002799
Venilen VIII - Moon 3 - Hyasyoda Corporation Mining Outpost,60000565,30002798
Venilen VIII - Moon 8 - Hyasyoda Corporation Mining Outpost,60000568,30002798
Venilen XI - Moon 14 - Hyasyoda Corporation Mining Outpost,60000571,30002798
Vouskiaho III - Hyasyoda Corporation Mineral Reserve,60000574,30000193
Kiainti VI - Moon 1 - Hyasyoda Corporation Refinery,60000577,30000189
Vouskiaho VI - Moon 15 - Hyasyoda Corporation Mineral Reserve,60000580,30000193
Otanuomi VI - Moon 7 - Hyasyoda Corporation Refinery,60000583,30000192
Otanuomi V - Moon 16 - Hyasyoda Corporation Refinery,60000586,30000192
Vouskiaho VIII - Moon 17 - Hyasyoda Corporation Refinery,60000589,30000193
Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve,60000592,30001356
Kiskoken I - Hyasyoda Corporation Mining Outpost,60000595,30001360
Ossa VII - Moon 5 - Hyasyoda Corporation Mineral Reserve,60000598,30001358
Dantumi III - Hyasyoda Corporation Refinery,60000601,30001356
Kiskoken VII - Moon 2 - Hyasyoda Corporation Mining Outpost,60000604,30001360
Antiainen I - Hyasyoda Corporation Refinery,60000607,30001357
Paara I - Deep Core Mining Inc. Mining Outpost,60000610,30002775
Ono V - Moon 2 - Deep Core Mining Inc. Mining Outpost,60000613,30002779
Ono VI - Moon 6 - Deep Core Mining Inc. Mining Outpost,60000616,30002779
Kusomonmon V - Moon 14 - Deep Core Mining Inc. Mining Outpost,60000619,30002802
Haatomo VI - Moon 16 - Deep Core Mining Inc. Refinery,60000622,30002800
Kusomonmon V - Moon 20 - Deep Core Mining Inc. Mining Outpost,60000625,30002802
Kaunokka VI - Moon 1 - Deep Core Mining Inc. Mineral Reserve,60000628,30002797
Yria II - Moon 11 - Deep Core Mining Inc. Refinery,60000631,30002794
Kaunokka III - Moon 1 - Deep Core Mining Inc. Mining Outpost,60000634,30002797
Hogimo V - Moon 11 - Deep Core Mining Inc. Mining Outpost,60000637,30002773
Hogimo IV - Deep Core Mining Inc. Mining Outpost,60000640,30002773
Hogimo V - Moon 16 - Deep Core Mining Inc. Mining Outpost,60000643,30002773
Hampinen V - Poksu Mineral Group Mining Outpost,60000646,30000152
Saisio VIII - Moon 16 - Poksu Mineral Group Mineral Reserve,60000649,30000146
Gekutami VI - Poksu Mineral Group Mineral Reserve,60000652,30000149
Hampinen VII - Moon 11 - Poksu Mineral Group Refinery,60000655,30000152
Ikao VIII - Moon 1 - Poksu Mineral Group Mineral Reserve,60000658,30002786
Waira VIII - Moon 17 - Poksu Mineral Group Mineral Reserve,60000661,30002787
Tintoh VI - Moon 1 - Poksu Mineral Group Mining Outpost,60000664,30002784
Ikao VIII - Poksu Mineral Group Mineral Reserve,60000667,30002786
Kusomonmon VI - Moon 20 - Poksu Mineral Group Mining Outpost,60000670,30002802
Anttiri III - Poksu Mineral Group Mineral Reserve,60000673,30002805
Anttiri V - Moon 18 - Poksu Mineral Group Mineral Reserve,60000676,30002805
Suroken X - Moon 1 - Poksu Mineral Group Refinery,60000679,30002801
New Caldari Prime - Moon 1 - Poksu Mineral Group Mineral Reserve,60000682,30000145
Perimeter VII - Poksu Mineral Group Mineral Reserve,60000685,30000144
New Caldari I (Matigu) - Poksu Mineral Group Mineral Reserve,60000688,30000145
Niyabainen VII - Moon 2 - Poksu Mineral Group Mineral Reserve,60000691,30000143
Tannolen VIII - Moon 14 - Poksu Mineral Group Mining Outpost,60000694,30002812
Oto VIII - Moon 6 - Poksu Mineral Group Mining Outpost,60000697,30002808
Eranakko III - Moon 6 - Poksu Mineral Group Mineral Reserve,60000700,30002810
Hasmijaala X - Moon 1 - Poksu Mineral Group Refinery,60000703,30002806
Kino V - Moon 3 - Poksu Mineral Group Mining Outpost,60000706,30001372
Sotrentaira VI - Moon 11 - Poksu Mineral Group Mineral Reserve,60000709,30001369
Kino IV - Moon 12 - Poksu Mineral Group Mining Outpost,60000712,30001372
Raussinen IX - Moon 13 - Poksu Mineral Group Mining Outpost,60000715,30001373
Isenairos VI - Poksu Mineral Group Mineral Reserve,60000718,30002815
Motsu VI - Moon 13 - Poksu Mineral Group Mining Outpost,60000721,30002819
Aramachi VII - Moon 8 - Poksu Mineral Group Mining Outpost,60000724,30002817
Aramachi VI - Moon 6 - Poksu Mineral Group Mining Outpost,60000727,30002817
Nonni III - Poksu Mineral Group Refinery,60000730,30001401
Litiura VII - Moon 4 - Poksu Mineral Group Mineral Reserve,60000733,30001400
Piak III - Moon 6 - Poksu Mineral Group Mineral Reserve,60000736,30001403
Piak II - Poksu Mineral Group Refinery,60000739,30001403
Hogimo V - Moon 7 - Poksu Mineral Group Mining Outpost,60000742,30002773
Hogimo V - Moon 9 - Poksu Mineral Group Mining Outpost,60000745,30002773
Huttaken VI - Moon 2 - Poksu Mineral Group Mineral Reserve,60000748,30002774
Enderailen V - Poksu Mineral Group Refinery,60000751,30002769
Veisto V - Moon 4 - Poksu Mineral Group Refinery,60000754,30001362
Veisto V - Moon 5 - Poksu Mineral Group Refinery,60000757,30001362
Funtanainen V - Poksu Mineral Group Mineral Reserve,60000760,30001364
Sobaseki XIII - Moon 3 - Poksu Mineral Group Mineral Reserve,60000763,30001363
Korama VI - Moon 10 - Minedrill Mining Outpost,60000766,30001394
Isseras IV - Moon 1 - Minedrill Mineral Reserve,60000769,30001397
Aakari I - Minedrill Refinery,60000772,30001396
Aikantoh III - Minedrill Mining Outpost,60000775,30001418
Aikantoh III - Moon 2 - Minedrill Mining Outpost,60000778,30001418
Aikantoh VI - Moon 2 - Minedrill Mining Outpost,60000781,30001418
Hentogaira I - Moon 13 - Minedrill Mineral Reserve,60000784,30000188
Vasala VI - Moon 10 - Minedrill Refinery,60000787,30000190
Hentogaira II - Moon 6 - Minedrill Refinery,60000790,30000188
Kusomonmon IV - Moon 2 - Minedrill Mining Outpost,60000793,30002802
Kusomonmon IV - Moon 6 - Minedrill Mining Outpost,60000796,30002802
Juunigaishi XI - Moon 3 - Minedrill Refinery,60000799,30002803
Uesuro II - Moon 1 - Minedrill Refinery,60000802,30001432
Isie V - Minedrill Mining Outpost,60000805,30001436
Oishami VII - Moon 12 - Minedrill Mining Outpost,60000808,30001433
Airkio IX - Minedrill Refinery,60000811,30001404
Airkio III - Moon 1 - Minedrill Mineral Reserve,60000814,30001404
Umokka X - Moon 12 - Minedrill Mining Outpost,60000817,30001409
Hakonen IX - Moon 16 - Minedrill Refinery,60000820,30001448
Vuorrassi IV - Moon 2 - Minedrill Mineral Reserve,60000823,30001443
Taisy III - Minedrill Refinery,60000826,30001447
Motsu III - Minedrill Mineral Reserve,60000829,30002819
Aramachi V - Moon 1 - Minedrill Mining Outpost,60000832,30002817
Aramachi VI - Moon 4 - Minedrill Mining Outpost,60000835,30002817
Hageken X - Moon 9 - Minedrill Mineral Reserve,60000838,30001367
Isikemi IV - Moon 3 - Minedrill Mineral Reserve,60000841,30001365
Sobaseki VI - Minedrill Mineral Reserve,60000844,30001363
Oto VIII - Moon 4 - Minedrill Mining Outpost,60000847,30002808
Hasmijaala VIII - Moon 4 - Minedrill Mineral Reserve,60000850,30002806
Tannolen VI - Moon 7 - Minedrill Mining Outpost,60000853,30002812
Haatomo VI - Moon 1 - Caldari Provisions Warehouse,60000856,30002800
Kusomonmon VI - Moon 6 - Caldari Provisions Plantation,60000859,30002802
Suroken XI - Caldari Provisions Plantation,60000862,30002801
Juunigaishi X - Moon 3 - Caldari Provisions Food Packaging,60000865,30002803
Uminas V - Moon 3 - Caldari Provisions Plantation,60000868,30000184
Uminas VI - Moon 7 - Caldari Provisions Plantation,60000871,30000184
Korsiki IV - Moon 16 - Caldari Provisions Food Packaging,60000874,30000181
Nuken VI - Moon 12 - Caldari Provisions Plantation,60000877,30000183
Halaima VII - Moon 6 - Caldari Provisions Warehouse,60000880,30002781
Sankkasen VII - Moon 4 - Caldari Provisions Plantation,60000883,30002783
Waira VIII - Moon 15 - Caldari Provisions Food Packaging,60000886,30002787
Waira V - Moon 1 - Caldari Provisions Food Packaging,60000889,30002787
Sobaseki X - Moon 15 - Caldari Provisions Warehouse,60000892,30001363
Sobaseki IX - Moon 9 - Caldari Provisions Food Packaging,60000895,30001363
Hageken X - Moon 20 - Caldari Provisions Warehouse,60000898,30001367
Funtanainen II - Caldari Provisions Warehouse,60000901,30001364
Ukkalen VII - Moon 1 - Caldari Provisions Plantation,60000904,30000177
Soshin VII - Moon 4 - Caldari Provisions Plantation,60000907,30000175
Ukkalen IV - Moon 1 - Caldari Provisions Plantation,60000910,30000177
Onuse VII - Moon 21 - Caldari Provisions Plantation,60000913,30000174
Maila VI - Moon 2 - Caldari Provisions Plantation,60000916,30000162
Ikami VI - Moon 13 - Caldari Provisions Food Packaging,60000919,30000159
Akora IX - Moon 12 - Caldari Provisions Plantation,60000922,30000163
Maila IV - Caldari Provisions Warehouse,60000925,30000162
Irjunen VI - Caldari Provisions Food Packaging,60000928,30002792
Kaaputenen III - Moon 7 - Caldari Provisions Plantation,60000931,30002789
Inari IX - Moon 7 - Caldari Provisions Plantation,60000934,30002793
Kaaputenen V - Moon 16 - Caldari Provisions Plantation,60000937,30002789
Haajinen XII - Moon 9 - Caldari Provisions Food Packaging,60000940,30001424
Haajinen XII - Moon 19 - Caldari Provisions Food Packaging,60000943,30001424
Torrinos V - Moon 10 - Caldari Provisions Food Packaging,60000946,30001429
Isinokka VI - Moon 7 - Caldari Provisions Warehouse,60000949,30001426
Kino VII - Moon 17 - Caldari Provisions Plantation,60000952,30001372
Sotrentaira VI - Moon 3 - Caldari Provisions Warehouse,60000955,30001369
Sotrentaira VI - Moon 5 - Caldari Provisions Plantation,60000958,30001369
Kino VII - Moon 10 - Caldari Provisions Plantation,60000961,30001372
Obe VI - Caldari Provisions Plantation,60000964,30000205
Osaa IV - Moon 11 - Caldari Provisions Plantation,60000967,30000207
Wirashoda VIII - Moon 5 - Caldari Provisions Plantation,60000970,30000206
Uchoshi XI - Moon 4 - Caldari Provisions Food Packaging,60000973,30000201
Nonni III - Moon 1 - Kaalakiota Corporation Factory,60000976,30001401
Piak IV - Moon 14 - Kaalakiota Corporation Warehouse,60000979,30001403
Nonni I - Kaalakiota Corporation Factory,60000982,30001401
Nonni VI - Kaalakiota Corporation Factory,60000985,30001401
Nonni IV - Kaalakiota Corporation Factory,60000988,30001401
Nonni VI - Moon 1 - Kaalakiota Corporation Factory,60000991,30001401
Ithar XI - Kaalakiota Corporation Warehouse,60000994,30004157
Asrios VII - Moon 1 - Kaalakiota Corporation Factory,60000997,30004156
Ithar VI - Moon 10 - Kaalakiota Corporation Factory,60001000,30004157
Ithar VIII - Moon 16 - Kaalakiota Corporation Warehouse,60001003,30004157
Shemah VII - Moon 10 - Kaalakiota Corporation Factory,60001006,30004155
Asrios III - Kaalakiota Corporation Factory,60001009,30004156
Ziona VII - Moon 1 - Kaalakiota Corporation Factory,60001012,30002203
Ziona VII - Moon 3 - Kaalakiota Corporation Warehouse,60001015,30002203
Ziona V - Moon 1 - Kaalakiota Corporation Warehouse,60001018,30002203
Ziona VI - Moon 6 - Kaalakiota Corporation Factory,60001021,30002203
Sukirah IX - Moon 7 - Kaalakiota Corporation Research Center,60001024,30002200
Ziona III - Moon 1 - Kaalakiota Corporation Warehouse,60001027,30002203
Odebeinn V - Moon 5 - Kaalakiota Corporation Factory,60001030,30003470
Frulegur IX - Moon 4 - Kaalakiota Corporation Warehouse,60001033,30003467
Frulegur X - Moon 3 - Kaalakiota Corporation Factory,60001036,30003467
Konora VI - Kaalakiota Corporation Factory,60001039,30003471
Frulegur VIII - Moon 4 - Kaalakiota Corporation Warehouse,60001042,30003467
Hodrold VIII - Moon 2 - Kaalakiota Corporation Factory,60001045,30003469
Bania VI - Moon 11 - Kaalakiota Corporation Warehouse,60001048,30005294
Agal I - Kaalakiota Corporation Factory,60001051,30005292
Ebasez VIII - Moon 4 - Kaalakiota Corporation Factory,60001054,30005291
Nasreri III - Moon 1 - Kaalakiota Corporation Factory,60001057,30005289
Heorah VII - Moon 2 - Kaalakiota Corporation Factory,60001060,30005290
Heorah VII - Kaalakiota Corporation Factory,60001063,30005290
Goram V - Moon 3 - Kaalakiota Corporation Factory,60001066,30001646
Tendhyes VIII - Kaalakiota Corporation Factory,60001069,30001645
Ahrosseas VI - Moon 10 - Kaalakiota Corporation Factory,60001072,30001649
Goram VIII - Moon 4 - Kaalakiota Corporation Factory,60001075,30001646
Tividu IV - Moon 3 - Kaalakiota Corporation Factory,60001078,30001644
Tividu III - Kaalakiota Corporation Factory,60001081,30001644
Pimebeka X - Kaalakiota Corporation Factory,60001084,30001669
Baviasi X - Moon 2 - Kaalakiota Corporation Factory,60001087,30001670
Baviasi VI - Moon 3 - Kaalakiota Corporation Factory,60001090,30001670
Hilaban III - Moon 3 - Kaalakiota Corporation Factory,60001093,30001674
Tash-Murkon Prime II - Moon 1 - Kaalakiota Corporation Factory,60001096,30001671
Baviasi II - Kaalakiota Corporation Factory,60001099,30001670
Tongofur VII - Kaalakiota Corporation Factory,60001102,30002532
Tongofur VIII - Kaalakiota Corporation Warehouse,60001105,30002532
Gerek IV - Moon 8 - Kaalakiota Corporation Factory,60001108,30002531
Ebasgerdur V - Moon 11 - Kaalakiota Corporation Factory,60001111,30002535
Ebodold X - Moon 17 - Kaalakiota Corporation Research Center,60001114,30002536
Rokofur IX - Kaalakiota Corporation Factory,60001117,30002534
Shafrak VIII - Moon 13 - Kaalakiota Corporation Factory,60001120,30004283
Nalnifan II - Moon 8 - Kaalakiota Corporation Factory,60001123,30004280
Getrenjesa IX - Moon 1 - Kaalakiota Corporation Factory,60001126,30004282
Nalnifan VI - Moon 20 - Kaalakiota Corporation Factory,60001129,30004280
Jerhesh VI - Moon 11 - Kaalakiota Corporation Factory,60001132,30004281
Defsunun IX - Moon 18 - Kaalakiota Corporation Factory,60001135,30004284
Brin VI - Moon 14 - Kaalakiota Corporation Warehouse,60001138,30002067
Evati X - Moon 2 - Kaalakiota Corporation Factory,60001141,30002060
Lasleinur IV - Moon 11 - Kaalakiota Corporation Factory,60001144,30002065
Evati VII - Moon 1 - Kaalakiota Corporation Warehouse,60001147,30002060
Evati IX - Moon 4 - Kaalakiota Corporation Warehouse,60001150,30002060
Lasleinur VI - Moon 15 - Kaalakiota Corporation Factory,60001153,30002065
Murini II - Moon 6 - Kaalakiota Corporation Warehouse,60001156,30004092
Khafis X - Moon 2 - Kaalakiota Corporation Factory,60001159,30004096
Askonak IV - Moon 15 - Kaalakiota Corporation Factory,60001162,30004093
Dantan VI - Moon 3 - Kaalakiota Corporation Warehouse,60001165,30004097
Kador Prime IX - Moon 2 - Kaalakiota Corporation Factory,60001168,30004095
Khafis IX - Moon 7 - Kaalakiota Corporation Warehouse,60001171,30004096
Lisudeh VI - Moon 2 - Kaalakiota Corporation Factory,60001174,30002973
Lisudeh V - Moon 16 - Kaalakiota Corporation Warehouse,60001177,30002973
Ohide VIII - Moon 6 - Kaalakiota Corporation Factory,60001180,30002970
Lisudeh V - Moon 10 - Kaalakiota Corporation Factory,60001183,30002973
Ohide VI - Moon 2 - Kaalakiota Corporation Warehouse,60001186,30002970
